genus,image_url,summary
Anakinetica,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Anakinetica is a genus of brachiopods belonging to the family Terebratellidae.
The species of this genus are found in Australia."
Acanthobasiliola,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Acanthobasiliola is a monotypic genus of brachiopods belonging to the family Basiliolidae. The only species is Acanthobasiliola doederleini.
The species is found in Malesia."
Phycothais,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Phycothais_reticulata_%28MNHN-IM-2000-927%29.jpeg/250px-Phycothais_reticulata_%28MNHN-IM-2000-927%29.jpeg,"Phycothais is a genus of sea snails, marine gastropod mollusks in the subfamily Rapaninae  of the family Muricidae, the murex snails or rock snails.


== Species ==
Species within the genus Phycothais include:

Phycothais botanica (Hedley, 1918)
Phycothais reticulata (Quoy & Gaimard, 1833)
Phycothais texturata (E.A. Smith, 1904)


== References ==

Claremont M., Vermeij G.J., Williams S.T. & Reid D.G. (2013) Global phylogeny and new classification of the Rapaninae (Gastropoda: Muricidae), dominant molluscan predators on tropical rocky seashores. Molecular Phylogenetics and Evolution 66: 91–102."
Choreotyphis,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Choreotyphis is a genus of sea snails, marine gastropod mollusks in the family Muricidae, the murex snails or rock snails.


== Species ==
Species within the genus Choreotyphis include:

Choreotyphis erythrostigma (Keen & Campbell, 1964)
Choreotyphis pavlova (Iredale, 1936)


== References ==

Houart, R, Buge, B. & Zuccon, D. (2021). A taxonomic update of the Typhinae (Gastropoda: Muricidae) with a review of New Caledonia species and the description of new species from New Caledonia, the South China Sea and Western Australia."
Poropteron,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Poropteron_transkeianus_%28MNHN-IM-2012-33190%29.jpeg/250px-Poropteron_transkeianus_%28MNHN-IM-2012-33190%29.jpeg,"Poropteron is a genus of sea snail, a marine gastropod mollusc in the subfamily Ocenebrinae  of the family Muricidae, the murex snails or rock snails.


== Species ==
Poropteron debruini (Lorenz, 1989)
Poropteron graagae (Coen, 1943)
Poropteron multicornis (Houart, 1991)
Poropteron quinquelobatus (G. B. Sowerby II, 1879)
Poropteron transkeianus (Houart, 1991)
Poropteron uncinarius (Lamarck, 1822)


== References ==


== External links ==

Jousseaume, F. P. (1880). Division méthodique de la famille des Purpuridés."
Xenocratena,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Cuthona_sibogae.jpg/250px-Cuthona_sibogae.jpg,"Cuthona is a genus of nudibranch in the family [[ 	Cuthonidae]].


== Ecology ==
Cuthona species feed on hydroids, and have uniseriate radulae with polydentate radular teeth.


== Taxonomic history ==
The type species of Cuthona is Cuthona nana, (Alder & Hancock, 1842)."
Pandalina,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Pandborealisind.jpg/250px-Pandborealisind.jpg,The family Pandalidae is a taxon of caridean shrimp. These species are commonly called pandalid shrimp. They are edible and have high economic value.
Stichastrella,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Stichastrella_rosea_62193731.jpg/250px-Stichastrella_rosea_62193731.jpg,"Stichastrella rosea, the rosy starfish, is a species of starfish found in the northeast Atlantic."
Pristiapogon,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/HitosujiIM.jpg/250px-HitosujiIM.jpg,Pristiapogon is a genus of cardinalfishes native to the Indian and Pacific Oceans.
Yarica,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Mangrove_cardinalfish_Yarica_hyalosoma.jpg/250px-Mangrove_cardinalfish_Yarica_hyalosoma.jpg,"Yarica is a genus of fishes in the family Apogonidae, the cardinalfishes."
Solatia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Solatia_piscatoria_%28MNHN-IM-2000-2142%29.jpeg/250px-Solatia_piscatoria_%28MNHN-IM-2000-2142%29.jpeg,"Solatia is a genus of sea snails, marine gastropod mollusks in the family Cancellariidae, the nutmeg snails.


== Species ==
Species within the genus Solatia include:

Solatia buccinoides (Sowerby, 1832)
† Solatia exwestiana (Sacco, 1894)
Solatia piscatoria (Gmelin, 1791)
Species brought into synonymy

Solatia arafurensis Verhecken, 1997: synonym of Mirandaphera arafurensis (Verhecken, 1997)
Solatia solat Jousseaume, 1887: synonym of Solatia piscatoria (Gmelin, 1791)


== References ==

Hemmen, J. (2007). Recent Cancellariidae."
Euclathurella,https://upload.wikimedia.org/wikipedia/commons/c/cc/Lioglyphostoma_aguadillanum_001.jpg,"Lioglyphostoma aguadillanum is a species of sea snail, a marine gastropod mollusk in the family Pseudomelatomidae, the turrids and allies.
There is one subspecies: Lioglyphostoma aguadillanum minor (Dall & Simpson, 1901) (exactly similar in sculpture, but of
a pale-straw color, and is 8.5 mm. long and 3 mm."
Makiyamaia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Makiyamaia_coreanica_002.jpg/250px-Makiyamaia_coreanica_002.jpg,"Makiyamaia is a genus of sea snails, marine gastropod mollusks in the family Clavatulidae.


== Distribution ==
This marine species is known as fossils from the Miocene to the Recent of Japan, the Pliocene of Okinawa. In Recent times it is found in the South China Sea, Korea and the Philippines and off South Africa."
Toxiclionella,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Toxiclionella_haliplex_002.jpg/250px-Toxiclionella_haliplex_002.jpg,"Toxiclionella is a genus of sea snails, marine gastropod mollusks in the family Clavatulidae.
The species in this genus were split off from the genus Clavatula by Powell in 1966 because of the toxoglossate dentition in the radula of the type species Clavatula tumida."
Parametaria,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Columbellidae_-_Parametaria_dupontii.jpg/250px-Columbellidae_-_Parametaria_dupontii.jpg,"Parametaria is a genus of sea snails, marine gastropod mollusks in the family Columbellidae, the dove snails.


== Species ==
Species within the genus Parametaria include:

Parametaria barbieri K. Monsecour & D. Monsecour, 2019
Parametaria dupontii Kiener, 1845
Parametaria epamella P. L. Duclos, 1840
† Parametaria islahispaniolae (Maury, 1917)
Parametaria macrostoma (Reeve, 1859)
Species brought into synonymy

Parametaria ledaluciae Rios & Tostes, 1981: synonym of Eurypyrene ledaluciae (Rios & Tostes, 1981)
Parametaria philippinarum L. A. Reeve, 1843: synonym of Parametaria epamella (Duclos, 1840)


== References ==


== External links ==

Reeve, L. A. (1859). Monograph of the genus Meta."
Cilara,https://upload.wikimedia.org/wikipedia/en/7/7e/Nida_Civil_Movement_logo.jpg,"Nida Civic Movement (Azerbaijani: Nida Vətəndaş Hərəkatı), commonly referred to as N!DA or simply Nida, is an Azerbaijani civic movement founded in early 2011 to achieve democratic and social changes in Azerbaijan. Currently it has over 350 members comprising mainly young individuals as well as well-known politicians and activists. The movement claims to have no affiliation with any of the political parties in the country."
Lissomphalia,https://upload.wikimedia.org/wikipedia/commons/8/81/Lissomphalia_bithynoides_001.jpg,"Lissomphalia is a genus of sea snails, marine gastropod mollusks in the family Skeneidae."
Skeneoides,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Skeneoides_exilissima_%28MNHN-IM-2000-31690%29.jpeg/250px-Skeneoides_exilissima_%28MNHN-IM-2000-31690%29.jpeg,"Skeneoides is a genus of sea snails, marine gastropod mollusks in the family Skeneidae.


== Species ==
Species within the genus Skeneoides include:

† Skeneoides crassistriata Lozouet, 1999
Skeneoides exilissima (Philippi, 1844)
Skeneoides formosissima (Brugnone, 1873)
† Skeneoides tenuistriata Lozouet, 1999
Species brought into synonymy

Skeneoides digeronimoi (La Perna, 1998): synonym of Dasyskenea digeronimoi (La Perna, 1998) (original combination)
Skeneoides jeffreysii (Monterosato, 1872): synonym of Skeneoides formosissima (Brugnone, 1873)


== References ==

Gofas, S.; Le Renard, J.; Bouchet, P. (2001). Mollusca, in: Costello, M.J. et al."
Thersistrombus,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/WLA_hmns_Strombus_thersites.jpg/250px-WLA_hmns_Strombus_thersites.jpg,"Thersistrombus is a genus of sea snails, marine gastropod mollusks in the family Strombidae, the true conchs."
Tosatrochus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Naturalis_Biodiversity_Center_-_RMNH.MOL.140958_-_Tosatrochus_attenuatus_%28Jonas%2C_1844%29_-_Trochidae_-_Mollusc_shell.jpeg/250px-Naturalis_Biodiversity_Center_-_RMNH.MOL.140958_-_Tosatrochus_attenuatus_%28Jonas%2C_1844%29_-_Trochidae_-_Mollusc_shell.jpeg,"Tosatrochus attenuatus is a species of sea snail in the subfamily Cantharidinae of the family Trochidae, the top snails. It is the only species in the genus Tosatrochus.


== Description ==
The length of the shell varies between 20 mm and 25 mm."
Polyspirella,https://upload.wikimedia.org/wikipedia/commons/2/21/Polyspirella_aglaia_001.png,"Polyspirella is a genus of sea snails, marine gastropod mollusks in the family Pyramidellidae, the pyrams and their allies."
Kurtzia,https://upload.wikimedia.org/wikipedia/commons/3/33/Kurtzia_granulatissima_001.jpg,"Kurtzia is a genus of sea snails, marine gastropod mollusks in the family Mangeliidae.
Fossil species have been in Pliocene strata of Panama, Miocene strata in Central Chile and in Quaternary strata in California, USA


== Species ==
Species within the genus Kurtzia include:

Kurtzia aethra (Dall, 1919)
Kurtzia arteaga (Dall & Bartsch, 1910)
Kurtzia elenensis McLean & Poorman, 1971
Kurtzia ephaedra (Dall, 1919)
Kurtzia granulatissima (Moerch, 1860)
Kurtzia humboldti McLean & Poorman, 1971
† Kurtzia kilburni  C. Nielsen, 2003
Species brought into synonymy

Kurtzia aegialea W.H. Dall, 1919 : synonym of Kurtzia granulatissima  (O.A.L. Mörch, 1860)
Kurtzia gordoni Bartsch, 1944: synonym of Kurtzia arteaga (Dall & Bartsch, 1910)


== References ==


== External links ==
Bartsch, P, Some turrid mollusks of Monterey Bay and vicinity; Proceedings of the Biological Society of Washington, v. 57 p."
Pleurolidia,https://upload.wikimedia.org/wikipedia/commons/f/fc/Pleurolidia_juliae_Burn%2C_1966.jpg,"Pleurolidia juliae is a species of sea slug, an aeolid nudibranch, a marine gastropod mollusc in the family Pleurolidiidae.


== Taxonomic history ==
This species was synonymised with Protaeolidiella atra by Rudman. A careful study by Carmona et al."
Monoplacophorus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Monoplacophorus zenkevitchi is a species of monoplacophoran, a superficially limpet-like marine mollusc. It is known from only one specimen collected from a depth of 2000 metres in the Pacific Ocean, north of Johnston Island and west of Hawaii."
Limatofusus,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Penion_maximus_%28Tryon%2C_1881%29.jpg/250px-Penion_maximus_%28Tryon%2C_1881%29.jpg,"The Buccinidae are a very large and diverse taxonomic family of large sea snails, often known as whelks or true whelks.
The family includes more than 1500 species.


== Taxonomy ==
The family Busyconidae was for a time treated as a subfamily of Buccinidae called Busyconinae."
Axiothella,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Mt_morgan2005.jpg/330px-Mt_morgan2005.jpg,"The Precipice Sandstone an Early Jurassic (Sinemurian to early Pliensbachian, with possible Hettangian levels) geologic formation of the Surat Basin in New South Wales and Queensland, eastern Australia, know due to the presence of abundant vertebrate remains & tracks.  This unit includes the previously described Razorback beds. This unit represents a major, almost primary, source of hydrocarbons in the region, with a Potential CO2 reservoir of up to 70m."
Lumbrineris,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Lumbrineris is a genus of polychaetes belonging to the family Lumbrineridae.
The genus has cosmopolitan distribution."
Aurospio,,
Plakosyllis,,
Syllides,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Syllis_gracilis.jpg/250px-Syllis_gracilis.jpg,"Syllidae, commonly known as the necklace worms, is a family of small to medium-sized polychaete worms. Syllids are distinguished from other polychaetes by the presence of a muscular region of the anterior digestive tract known as the proventricle.
Syllid worms range in size from 2–3 mm (0.08–0.12 in) to 14 centimetres (5.5 in)."
Sigambra,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Pilargid_polychaete_%28Synelmis%29.jpeg/250px-Pilargid_polychaete_%28Synelmis%29.jpeg,"Pilargidae is a family of polychaetes. These marine worms are cylindrical, somewhat flattened, and can be ribbon-like. They can be found free-living on sediment, or shallowly in sediment."
Amphicteis,,
Euchonoides,,
Anemonia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Anemonia_viridis_Lamiot_Le_Racou_2979.JPG/250px-Anemonia_viridis_Lamiot_Le_Racou_2979.JPG,"Anemonia sulcata, or Mediterranean snakelocks sea anemone, is a species of sea anemone in the family Actiniidae from the Mediterranean Sea. Whether A. sulcata should be recognized as a synonym of A. viridis remains a matter of dispute.


== Description ==
This sea anemone has two ecotypes; one has a basal disk up to 5 cm (2 in) in diameter and has fewer than 192 tentacles (usually 142 to 148); the other has a disk up to 15 cm (6 in) in diameter and 192 tentacles or more, up to 348."
Peachia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Peachia_quinquecapitata.jpg/250px-Peachia_quinquecapitata.jpg,Peachia is a genus of sea anemone in the family Haloclavidae. Members of this genus typically burrow into soft substrates. The only part of the animal that is normally visible is the oral disc and tentacles which lie flat on the sand in a star shape.
Phellia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Leucanopsis leucanina is a moth of the family Erebidae. It was described by Cajetan Felder, Rudolf Felder and Alois Friedrich Rogenhofer in 1874. It is found in Colombia, Ecuador and Brazil."
Microprotopus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Microprotopus_maculatus_%28male%29.jpg/250px-Microprotopus_maculatus_%28male%29.jpg,"Microprotopus is a genus of amphipods belonging to the monotypic family Microprotopidae.
The species of this genus are found in Europe, America."
Parajassa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Jassa_herdmani.jpg/250px-Jassa_herdmani.jpg,Ischyroceridae is a family of amphipods.
Liljeborgia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Calliactis_and_Dardanus_001.JPG/250px-Calliactis_and_Dardanus_001.JPG,"Hermit crabs are anomuran decapod crustaceans of the superfamily Paguroidea that have adapted to occupy empty scavenged mollusc shells to protect their fragile exoskeletons. There are over 800 species of hermit crab, most of which possess an asymmetric abdomen concealed by a snug-fitting shell. Hermit crabs' soft (non-calcified) abdominal exoskeleton means they must occupy shelter produced by other organisms or risk being defenseless."
Odius,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Power_Rangers_Ninja_Steel_logo.jpg/250px-Power_Rangers_Ninja_Steel_logo.jpg,"Power Rangers Ninja Steel is the twenty-fourth season of the television program Power Rangers. The season was produced primarily using footage, costumes, and props from Japanese 39th Super Sentai series Shuriken Sentai Ninninger with minimal costume and prop elements being recycled from Ressha Sentai ToQger. The show was produced by Saban Brands and premiered on Nickelodeon on January 21, 2017."
Nicippe,,"Nicippe, also Nikippe (Ancient Greek: Νικίππη) is a name attributed to several women in Greek mythology.

Nicippe, a priestess of Demeter in Dotion, Thessaly. Demeter assumes her shape to try to stop Erysichthon from cutting down the sacred grove."
Foxtonia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Calanoid_copepods_of_the_genera_Spinocalanus_and_Mimocalanus_from_the_central_Arctic_Ocean%2C_with_a_review_of_the_Spinocalanidae_-_David_M._Damkaer_%281975%29_%2820325453829%29.jpg/250px-thumbnail.jpg,Spinocalanidae is a family of copepods belonging to the order Calanoida.
Temorites,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,Bathypontiidae is a family of copepods belonging to the order Calanoida.
Isias,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Nemrut_Dag_area_A_Commagene_carving.jpg/250px-Nemrut_Dag_area_A_Commagene_carving.jpg,"Antiochus I Theos Dikaios Epiphanes Philorhomaios Philhellen (Ancient Greek: Ἀντίοχος ὁ Θεὸς Δίκαιος Ἐπιφανὴς Φιλορωμαῖος Φιλέλλην, meaning ""Antiochos, the just, eminent god, friend of Romans and friend of Greeks"", c. 86–31 BC, ruled 70–31 BC) was king of the Greco-Iranian kingdom of Commagene and the most famous king of that kingdom.
The ruins of the tomb-sanctuary of Antiochus atop Mount Nemrut in Turkey were added to the UNESCO World Heritage list in 1987."
Metridia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Metridia pacifica is a copepod found in the north Pacific and surrounding waters.


== Taxonomy ==
Metridia pacifica is most closely related to M. lucens; before being split by Brodsky based on morphological differences, these were considered to be the same species.


== Description ==
Metridia pacifica has a clear body with a whitish tint."
Pseudocyclops,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/An_account_of_the_Crustacea_of_Norway%2C_with_short_descriptions_and_figures_of_all_the_species_%281901%29_%2816150071203%29.jpg/250px-An_account_of_the_Crustacea_of_Norway%2C_with_short_descriptions_and_figures_of_all_the_species_%281901%29_%2816150071203%29.jpg,"Pseudocyclopidae () is a family of copepods belonging to the order Calanoida. They include genera such as Badijella, Boholina, and Brattstromia. Additionally, they are found in marine environments, particularly in waters immediately over the seabed from coastal zones to the edge of the continental shelf."
Exumella,,
Lophothrix,,
Scolecithricella,,
Hydroschendyla,,"There are 78 species of Myriapoda native to Ireland.


== Class Chilopoda (centipedes) ==


=== Order Scolopendromorpha (tropical centipedes) ===


==== Family Cryptopidae ====
Common Cryptops (Cryptops hortensis)
Cryptops parisi


=== Order Geophilomorpha (soil centipedes) ===


==== Family Geophilidae ====
Geophilus carpophagus
Geophilus easoni
Geophilus electricus
Geophilus flavus
Geophilus fucorum subsp. serauti
Geophilus insculptus
Geophilus osquidatum 
Geophilus truncorum


==== Family Dignathodontidae ====
Henia brevis


==== Family Schendylidae ====
Hydroschendyla submarina
Schendyla carniolensis


==== Family Himantariidae ====
Stigmatogaster subterraneus


==== Family Linotaeniidae ====
shorter red centipede (Strigamia acuminata)
Strigamia crassipes
Strigamia maritima


=== Order Lithobiomorpha (stone centipedes) ===


==== Family Henicopidae ====
Lamyctes emarginatus


==== Family Lithobiidae ====
Lithobius borealis
Brown centipede (Lithobius forficatus)
Lithobius melanops
Lithobius muticus
Lithobius pilicornis
Common banded centipede (Lithobius variegatus)
Lithobius crassipes
Stone centipede (Lithobius microps)


== Class Diplopoda (millipedes) ==


=== Order Polyxenida ===


==== Family Polyxenidae ====
Bristly millipede (Polyxenus lagurus)


=== Order Glomerida ===


==== Family Doderiidae ====
Adenomeris gibbosa


==== Family Glomeridae ====
Common European pill millipede (Glomeris marginata)


=== Order Chordeumatida ===


==== Family Anthroleucosomatidae ====
Irish Silk Millipede (Anamastigona pulchella)


==== Family Brachychaeteumatidae ====
Brachychaeteuma bagnalli
Brachychaeteuma melanops


==== Family Chordeumatidae ====
Chordeuma proximum
Melogona gallica
Melogona scutellaris
Nanogona polydesmoides


==== Family Craspedosomatidae ====
Craspedosoma rawlinsii


=== Order Julida ===


==== Family Blaniulidae ====
Archiboreoiulus pallidus
Spotted snake millipede (Blaniulus guttulatus)
Boreoiulus tenuis
Choneiulus palmatus
Nopoiulus kochii
Proteroiulus fuscus


==== Family Julidae ====
Brachyiulus pusillus
Cylindroiulus britannicus
Cylindroiulus caeruleocinctus
Cylindroiulus latestriatus
Cylindroiulus londinensis
Cylindroiulus parisiorum
Blunt-tailed snake millipede (Cylindroiulus punctatus)
Cylindroiulus truncorum
Cylindroiulus vulnerarius
Julus scandinavius
Leptoiulus belgicus
Striped millipede (Ommatoiulus sabulosus)
Ophyiulus pilosus
White-legged snake millipede (Tachypodoiulus niger)


==== Family Nemasomatidae ====
Nemasoma varicorne
Thalassisobates littoralis


=== Order Polydesmida ===


==== Family Polydesmidae ====

Flat millipede (Brachydesmus superus)
Flat-backed millipede (Polydesmus angustus)
Polydesmus coriaceus
Polydesmus denticulatus
Polydesmus inconstans


==== Family Macrosternodesmidae ====
Macrosternodesmus palicola
Ophiodesmus albonanus


==== Family Paradoxosomatidae ====
Greenhouse millipede (Oxidus gracilis)
Stosatea italica


== References ==


== External links ==
Chilopoda and Diplopoda by Rev."
Ophiodelphys,,
Vaunthompsonia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Bodotria_scorpioides.jpg/250px-Bodotria_scorpioides.jpg,"Bodotriidae is a family of crustaceans belonging to the order Cumacea. Bodotriids have a worldwide distribution in shallow and deep waters. There are over 380 described species in over 30 genera, being the most diverse cumacean family."
Porella,,
Notoplites,,"Anna Birchall Hastings (1902-1977) was an English bryozoologist who described and classified numerous species of bryozoans, including both freshwater and marine forms. Her work significantly contributed to the understanding of bryozoan taxonomy and evolution.


== Early life ==
Hastings was born on 8 August 1902 in Mile End Old Town, London, the daughter of Edwin Birchall Hastings (1860–1929) and his wife Therese (née Mundella) (1863–1943)."
Hincksina,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Limacia_cockerelli.jpg/250px-Limacia_cockerelli.jpg,"Limacia cockerelli is a species of sea slug, a dorid nudibranch, a shell-less marine gastropod mollusc in the family Polyceridae.


== Distribution ==
This species is found on the West coast of North America, ranging from Vancouver Island, British Columbia, Canada to San Diego. It was also reported in the Gulf of California at Bahía de los Ángeles, but those records are now known to be the similar species Limacia mcdonaldi."
Rosalina,,
Acarochelopodia,,"This list contains species first discovered in Hong Kong, with the endemic species asterisked.


== Plants ==
Bauhinia (Bauhinia blakeana)
Crapnell's camellia (Camellia crapnelliana)
Grantham's camellia (Camellia granthamiana)
Hong Kong camellia (Camellia hongkongensis)
Hong Kong dogwood (Dendrobenthamia hongkongensis)
Hong Kong iris (Iris speculatrix)
Hong Kong balsam (Impatiens hongkongensis)
Pavetta (Pavetta hongkongensis)
Hong Kong croton (Croton hancei)*
Hong Kong wild kumquat (Fortunella hindsii), see Kumquat
Hong Kong bamboo (Arundinaria shiuyingiana)*
Lantau star-anise (Illicium angustisepalum)*
Hong Kong asarum (Asarum hongkongense)*
Shiuying bamboo (Arundinaria shiuyingiana)*
Subglabrous cane (Sasa subglabra)*
Two-coloured bulbophyllum (Bulbophyllum bicolor)*
Monteiro's caterpillar orchid (Cheirostylis monteiroi)*
Entire lip ginger (Zingiber integrilabrum)* (probably extinct)


== Animals ==


=== Mammals ===
Chinese white dolphin (Sousa chinensis chinensis)


=== Amphibians ===
Romer's tree frog (Philautus romeri)*
Hong Kong newt (Paramesotriton hongkongensis)
Hong Kong cascade frog (Amolops hongkongensis)
Short-legged horned toad (Xenophrys brachykolos )*
Polypedates megacephalus
Fejervarya multistriata
Rana macrodactyla
Microhyla pulchra (Hallowell), 1861


=== Reptile ===
Hongkong blind skink (Dibamus bogadeki)*
Lazell's blind snake (Typhlops lazelli)*
Anderson's stream snake (Ophisthotropis andersonii)
Eumeces quadrilineatus (Blyth), 1853
Achalinus rufescens Boulenger, 1888
Calamaria septentrionalis Boulenger, 1890
Dendrelaphis hollonrakei Lazell, 2002
Ahaetulla prasina medioxima (Lazzell, 2002)


=== Fish ===
Aphyocpris lini
Hong Kong paradisefish (Macropodus hongkongensis)
Pseudogastromyzon myersi
Parazacco spilurus (Gunther), 1868
Pseudohemiculter dispar (Peters), 1880
Oreonectes platycephalus Gunther, 1868
Rhinogobius duospilus (Herre, 1935)
Bathyphylax bombifrons Myers, 1934
Figaro melanobranchus (Chan), 1965
Sphyraena putnamiae Jordan & Schlegel, 1905
Osteomugil strongylocephalus (Richardson), 1846
Argyrosomus pawak Lin, 1940
Nibea chui Trewavas, 1971
Callionymus altipinnis Fricke, 1981
Arnoglossus tenuis Gunther, 1880
Plagiopsetta fasciatus (Fowler), 1933
Brachirus swinhonis (Steindachner), 1867
Cynoglossus lineolatus Steindachner, 1867
Opistognathus hongkongiensis Chan, 1968
Bathygobius hongkongensis Lam, 1986
Paraploactis hongkongiensis (Chan, 1966)*
Xyrichtys trivittatus Randall & Cornish, 2000
Neopomacentrus bankieri (Richardson, 1846)


=== Mollusca ===
Phyllodesmium opalescene
Chloritis hungerfordiana rufopila
Cryptosoma imperator
Kaliella hongkongensis
Macrochlamys discus
Macrochlamys nitidissma
Marcrocycloides crenulate
Microcystina schmackerina
Microcystina stenomphala
Sinoenna splendens hongkongensis
Tornatellira boeningi


=== Annelida ===
Aglaophamus toloensis Ohwada, 1992


=== Malacostraca ===


=== Arachnida ===


==== Araneae ====


===== Acari =====


=== Insects ===


==== Lepidoptera ====


==== Odonata ====


==== Ephemeroptera ====


==== Phasmatodea ====
Phasmatidae
Ramulus caii (Brock & Seow-Choen 2000)
Entoria victoria Brock & Seow-Choen, 2000*
Heteronemiidae
Phraortes stomphax (Westwood 1859)*
Sipyloidea shukayi Bi, Zhang & Lau, 2001*
Neohirasea hongkongensis Brock & Seow-Choen, 2000*
Macellina souchongia (Westwood, 1859)


==== Megaloptera ====
Corydalidae
Neochauliodes bowringi (McLachlan, 1867)


==== Coleoptera ====


==== Hymenoptera ====


==== Isoptera ====
Rhinotermitidae
Coptotermes hongkongensis Oshima, 1914
Coptotermes melanoistriatus Lau & He, 1995
Termitidae
Ahmaditermes choui Ping & Tong, 1989
Macrotermes planicapitatus Gao & Lau, 1996
Nasutitermes choui Ping & Xu, 1989
Nasutitermes dudgeoni Gao & Lam, 1986


==== Psocoptera ====
Epipsocidae
Hinduipsocus hongkongensis Li & Mockford, 1997
Mesopsocidae
Mesopsocus hongkongensis Thornton, 1959
Peripsocidae
Peripsocus hongkongensis Thornton & Wong, 1968


==== Diptera ====


==== Hemiptera ====
Aleyrodidae
Paraleyrodes pseudonaranjae Martin, 2001
Aphididae
Aulacophoroides millettiae Qiao, Jiang & Martin, 2006
Toxoptera victroiae Martin, 1991
Coccidae
Cribropulvinaria tailungensis Hodgson & Martin, 2001
Fistulococcus pokfulamensis Hodgson & Martin, 2005
Miridae
 Orientomiris sinicus (Walker), 1873


==== Trichoptera ====
Helicopsychidae
Helicopsyche agnetae Johanson & Oláh, 2008


== See also ==

Environment of Hong Kong


== References ==

For the plants:

Hu Qi-ming ed., 2003. Rare and Precious Plants of Hong Kong."
